user_id,user_name,screen_name,followers_count,description,verified,profile_image_default,protected,favourites_count,user_registration
123088695,b'La bruja de capricornio \xf0\x9f\x8c\xb3',claudiaalvina,679,1,0,0,0,13805,14-03-2010
2790639126,b'@fachapobre \xf0\x9f\x87\xa8\xf0\x9f\x87\xb1\xe2\x99\xa5\xef\xb8\x8f\xf0\x9f\xa6\x8b\xf0\x9f\x8d\x80#REPUBLICANA POR KAST',ContactoMarishi,1866,1,0,0,0,2079,04-09-2014
2883334798,b'Constanza Bravo C.',ConstanzaBravoC,130,0,0,0,0,886,18-11-2014
2742129340,b'Rodrigo Ibarra Gaona',2Rodrigoibarra,547,1,0,0,0,30992,13-08-2014
99198937,b'Miguel Flores',mfloressalazar,1324,1,0,0,0,7506,25-12-2009
1329971936,b'La tribuna del gordo',doniquique,4303,1,0,0,0,27035,05-04-2013
118180949,b'lore\xc2\xb9\xc2\xb9',lorelex11,3440,1,0,0,0,57908,27-02-2010
1418295019,b'Ximena del Carmen Moya Astorga',XIMETEXMA62,905,1,0,0,0,6039,10-05-2013
139136674,b'Sancar',sccristiano,212,0,0,0,0,18240,01-05-2010
129664973,b'SERGIO R',SergioRenovado,3189,1,0,0,0,40409,05-04-2010
138021529,b'Matias Navarro',MaNaCrox,439,1,0,0,0,10898,28-04-2010
66925493,b'Claudia Espoueys',clauespoueys,2017,1,0,0,0,22730,19-08-2009
2243112018,b'Miguel\xf0\x9f\x91\xbc',miglo_0,760,1,0,0,0,11892,13-12-2013
92585129,b'\xe2\x9c\xaaMauro\xef\xa3\xbf',MauricioDiazR,766,1,0,0,0,815,25-11-2009
3378107452,b'Katata',Katytavengadora,736,1,0,0,0,7528,15-07-2015
58088288,b'Christian Reyes S',ahntrox,124,1,0,0,0,3534,19-07-2009
588752283,b'Cata \xf0\x9f\xa7\x85\xe2\x9c\xa8',surferacosmica,2466,1,0,0,0,132960,23-05-2012
193451114,b'Florencia Alegria \xf0\x9f\x8c\xb3\xf0\x9f\x8c\xb3\xf0\x9f\x8c\xb3',Collie_Flori,270,1,0,0,0,5922,21-09-2010
201951639,b'eliibeth bp',lizzlore,138,0,0,0,0,1387,13-10-2010
494128909,b'nursehastalacorona',AnyMhood,52,1,0,0,0,683,16-02-2012
725544449988812800,b'Diego Gallego G.',diegoleon0485,799,1,0,0,0,5145,28-04-2016
224127251,b'Chris Valenzuela M.',chris_crash,877,1,0,0,0,19232,08-12-2010
1418308285443227649,b'Diversxs_Chile \xf0\x9f\x8c\xb3',DiversxsC,218,1,0,0,0,69,22-07-2021
341292539,b'Valeria Navia \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88',valeriapaznc,1110,1,0,0,0,7418,24-07-2011
33345457,b'Fabii \xf0\x9f\x8c\xb3',FabiiSol_,11255,1,0,0,0,1673,19-04-2009
901264424694157312,b'Bernardo',Bernardounico47,327,1,0,0,0,22849,26-08-2017
187752417,b'Journalist78 \xf0\x9f\x8c\xb3\xf0\x9f\x8c\xb2\xf0\x9f\xa5\xa6',aguilera_1978,3413,1,0,0,0,3722,07-09-2010
1326263328805711873,b'\xf0\x9f\x87\xa8\xf0\x9f\x87\xb1El Profe Francisco\xf0\x9f\x87\xa8\xf0\x9f\x87\xb1',Francis52829141,1673,1,0,0,0,78,10-11-2020
601349579,b'Pamela Soledad Tapia',PameTapiaMoreno,4991,1,0,0,0,54687,06-06-2012
1304880722252005377,b'Andioret',Andioret_10,24,1,0,0,0,5,12-09-2020
1181028092992786433,b'Kev\xe2\x9c\xa8\xf0\x9f\x8c\xb3',KevinDiazNuez2,9997,1,0,0,0,22481,07-10-2019
172543839,b'@elena veronica \xf0\x9f\x8d\x8a\xf0\x9f\x8c\xb3',elenaveronicade,1275,1,0,0,0,20150,29-07-2010
744057346457014273,b'Rodolfo',indomitowork,138,1,0,0,0,1120,18-06-2016
3185132889,b'Francisco Leiva Landabur',fleivalandabur,136,1,0,0,0,48946,20-04-2015
331814195,b'alex uribe',a_uribe_d,200,1,0,0,0,292,08-07-2011
1375219747160268806,b'Hugo Vallejos',HugoVallejosL1,724,1,0,0,0,1650,25-03-2021
1321255054301646849,b'Juan condell meza',CondellJuan,45,1,0,0,0,2325,28-10-2020
1017463977687834626,b'theregularblue',theregularblue,290,1,0,0,0,3192,12-07-2018
1396061312,b'Edu! \xf0\x9f\x8c\xb3\xf0\x9f\x87\xa8\xf0\x9f\x87\xb1\xf0\x9f\x8c\xb3',anain001,751,1,0,0,0,19497,02-05-2013
914527753,b'Yamil Nicol\xc3\xa1s A.C',Nicolas_araya28,675,0,0,0,0,6959,30-10-2012
706637180681240576,b'Mauro Abdo Aspee (Ab2p)',abdo_aspee,217,1,0,0,0,21233,07-03-2016
341832445,b'roberto torres',clemnete26,124,0,0,0,0,1129,25-07-2011
1461338455703801864,b'CACHO CON CACHO SE PAGA.',Mezadiana_1503,7,1,0,0,0,40,18-11-2021
779679330599305217,b'Vicente \xf0\x9f\xa6\x8e',piscobalzac,687,1,0,0,0,37975,24-09-2016
1234261349993086976,b'HULK2',alexisNacaratt2,6427,1,0,0,0,13920,01-03-2020
1450591,b'Nicol\xc3\xa1s S\xc3\xa1nchez \xf0\x9f\x8c\xb3\xf0\x9f\x87\xa8\xf0\x9f\x87\xb1',Eriolo,1484,1,0,0,0,53516,18-03-2007
28364984,b'Rodrigo Gallegos',ro_gallegos,2968,1,0,0,0,49300,02-04-2009
1042984837286510594,b'Rainer',Rainer82389446,208,1,0,0,0,1981,21-09-2018
938122173935423490,b'acrobata \xf0\x9f\x8c\xb3',squizorodriguez,962,1,0,0,0,64386,05-12-2017
1196960285900394496,b'Felipe\xf0\x9f\x8c\xb3',solofeliperv,142,1,0,0,0,9021,20-11-2019
2204775185,b'Patricia Bustos',LobyPaty,296,0,0,0,0,44832,02-12-2013
100552476,b'Daniel Antonio \xf0\x9f\x8c\xb3\xf0\x9f\x87\xa8\xf0\x9f\x87\xb1',mynameisdanieel,5568,0,0,0,0,32159,30-12-2009
1230335237118464001,b'Fran\xf0\x9f\x8c\xb3\xf0\x9f\x8c\xb3',conei_pancha,199,1,0,0,0,6862,20-02-2020
150093792,b'Daniel Reyes',danielreyesi,2788,1,0,0,0,828,31-05-2010
1386748366244175874,b'larry exminutero',CriStereo__,217,1,0,0,0,2655,26-04-2021
3153810144,b'Camila Olazo Cabib',camilaolazo,2191,1,0,0,0,41174,13-04-2015
1468174289652305924,b'rodo1961',RodolfoBarriga4,2,1,0,0,0,53,07-12-2021
14474920,b'Dani Allel \xf0\x9f\x87\xa8\xf0\x9f\x87\xb1',daniela_allel,827,1,0,0,0,54024,22-04-2008
1405149698508398594,b'BoricxPe\xc3\xb1aflor',BoricxP,214,1,0,0,0,161,16-06-2021
182680205,b'Luis P\xc3\xa9rez',Fredy_ps,175,0,0,0,0,21151,25-08-2010
918570146800787458,b'Andr\xc3\xa9s L. \xf0\x9f\x93\xb7\xf0\x9f\x8c\x86\xf0\x9f\x8c\x8c\xf0\x9f\x8c\x97\xf0\x9f\x8c\xbf\xf0\x9f\x90\xa6',AVL1986,56,1,0,0,0,16899,12-10-2017
813513950,b'Marcelo Duarte V',MarceloDuarteV,14,1,0,0,0,884,09-09-2012
71399223,b'Edgardo Castillo',_hexagram_,1695,1,0,0,0,441,04-09-2009
127230073,b'Loreto B\xc3\xb3rquez Uribe\xf0\x9f\x8c\xb3',LoreBorquez,194,1,0,0,0,497,28-03-2010
1281657509808345094,b'Camilo Sotomayor Ulloa',CamiloSotomayo7,424,1,0,0,0,402,10-07-2020
559823968,b'Mauro Pizarro',PizarroMauro,2321,1,0,0,0,945,21-04-2012
829736537810169856,b'Paulina \xf0\x9f\x8c\xb3',paulinarelmu,355,1,0,0,0,22564,09-02-2017
80012000,b'Mark Bernard',sketchnkustom,694,1,0,0,0,1554,05-10-2009
898892937051992064,b'Silvi _\xf0\x9f\x8c\xb3\xe2\x99\xa5\xf0\x9f\x90\x95\xf0\x9f\x93\x9a\xf0\x9f\x92\x9a',EAstigue,7284,1,0,0,0,374825,19-08-2017
872917964,b'Juan Enrique C\xc3\xb3rdova Aguilera',CordovaJuan19,149,1,0,0,0,1184,11-10-2012
69903209,b'Claudia Fabiola \xf0\x9f\x8c\xb9',clasalga,2313,1,0,0,0,65505,29-08-2009
1301242065498648577,b'DON MANDINGAS',badgreenp,115,1,0,0,0,2497,02-09-2020
15628026,b'Ariana Vel\xc3\xa1squez',Arij91,437,1,0,0,0,3582,28-07-2008
1430560138331631630,b'Fundaci\xc3\xb3n para el Desarrollo Cam\xc3\xa9lido Altoandino',markas_layku,48,0,0,0,0,9,25-08-2021
48891107,b'\xf0\x9f\x8c\xb3\xf0\x9f\x8c\xb3\xf0\x9f\x87\xa8\xf0\x9f\x87\xb1',Aleeeexis,11122,1,0,0,0,6011,20-06-2009
1188140175890796545,b'#VotoAntifacista \xf0\x9f\x8c\xb3',cartelvsfusil,353,1,0,0,0,638,26-10-2019
184847953,b'\xe2\x9a\xbd\xef\xb8\x8fRAFITA',tornadoalbirojo,4142,1,0,0,0,8381,30-08-2010
199482701,b'franco vega',Frankokan,23,0,0,0,0,101,07-10-2010
830107762768101376,b'Don Este #KastEsMuyPegriloso',d0n3st3,372,1,0,0,0,9150,10-02-2017
76510475,b'\xf0\x9f\x8c\xb3Felipe Bustos xBoric \xf0\x9f\x8c\xb3\xf0\x9f\x8c\x88 #BoricPresidente',felipe_bustosy,1430,1,0,0,0,35814,23-09-2009
76216069,b'Felipe Clavo E.',pipenio,89,1,0,0,0,716,22-09-2009
